code,name,city,country
TWT,Tawitawi,Bongao,PH
TWU,Tawau Airport,Tawau,MY
TWY,Tawa,,PG
TWZ,Pukaki/Twizel,Pleasant Point,NZ
TXC,Balbasovo Air Base,Orsha,BY
TXE,Rembele Airport,Simpang Teritit,ID
TXF,Teixeira de Freitas Airport,Teixeira,BR
TXG,Taichung,Taichung,TW
TXK,Texarkana Municipal Airport,Texarkana,US
TXL,Tegel Airport,Tegel,DE
TXM,Teminabuan,Teminabuan,ID
TXN,Huangshan Tunxi International Airport,Yiqi,CN
TXR,Tanbar,,AU
TXU,Tabou,Tabou,CI
TYA,Tula,Tula,RU
TYB,Tibooburra,,AU
TYC,Taiyuan Yaocheng Airport,Mengfeng,CN
TYD,Tynda Airport,Tynda,RU
TYE,Tyonek,Nikiski,US
TYF,Torsby Airport,Torsby,SE
TYG,Thylungra,,AU
TYL,Captain FAP Victor Montes Arias Airport,Talara,PE
TYM,Staniel Cay,Black Point,BS
TYN,Taiyuan Wusu International Airport,Xiaodian,CN
TYP,Tobermorey,,AU
TYR,Tyler Pounds Regional Airport,Chandler,US
TYS,McGhee Tyson Airport,Alcoa,US
TYT,Treinta-y-Tres,Treinta y Tres,UY
TYZ,Taylor,Taylor,US
TZA,Municipal,Belize City,BZ
TZC,Tuscola Area,Caro,US
TZL,Tuzla International Airport,Svojat,BA
TZM,Tizimin,Tizimin,MX
TZN,South Andros,Andros Town,BS
TZO,Tsimiroro,,MG
TZX,Trabzon Airport,Trabzon,TR
UAB,Adana-Incirlik Airbase,Yuregir,TR
UAC,San Luis Rio Colorado,San Luis Rio Colorado,MX
UAE,Mount Aue,Minj,PG
UAH,Ua Huka,,PF
UAI,Suai,Suai,TL
UAK,Narsarsuaq Airport,Narsaq,GL
UAL,Luau,Luau,AO
UAM,Andersen AFB,Hagatna Village,GU
UAP,Ua Pou,Taiohae,PF
UAQ,San Juan Airport,San Juan,AR
UAR,Bouarfa,,MA
UAS,Samburu,Isiolo,KE
UAX,Uaxactun,San Jose,GT
UBA,Uberaba Airport,Uberaba,BR
UBB,Mabuiag Island,,AU
UBI,Buin,Panguna,PG
UBJ,Yamaguchi Ube Airport,Ube,JP
UBN,New Ulaanbaatar International Airport,Zuunmod,MN
UBP,Ubon Ratchathani International Airport,Ubon Ratchathani,TH
UBR,Ubrub,,ID
UBS,Lowndes County,Columbus,US
UBT,Ubatuba,Ubatuba,BR
UBU,Kalumburu,,AU
UCA,Oneida County,Clark Mills,US
UCB,Ulanqab Jining Airport,Jining,MN
UCC,Yucca Flat,Beatty,US
UCE,Eunice,Eunice,US
UCK,Lutsk,Luts'k,UA
UCN,Buchanan,Buchanan,LR
UCT,Ukhta Airport,Sosnogorsk,RU
UCY,Everett-Stewart,Union City,US
UDA,Undarra,Ravenshoe,AU
UDD,Bermuda Dunes,Bermuda Dunes,US
UDE,Volkel,Uden,NL
UDI,Uberlandia-Ten. Cel. Av. Cesar Bombonato Airport,Uberlandia,BR
UDJ,Uzhgorod,Uzhhorod,UA
UDN,Airfield,Pasian di Prato,IT
UDO,Udomxay,Muong Xen,LA
UDR,Maharana Pratap Airport,Udaipur,IN
UEE,Queenstown,Queenstown,AU
UEL,Quelimane Airport,Quelimane,MZ
UEN,Urengoy,Urengoy,RU
UEO,Kume-jima Airport,Naha-shi,JP
UER,Puertollano,Puertollano,ES
UES,Waukesha,Waukesha,US
UET,Quetta Airport,Kot Malik,PK
UFA,Ufa International Airport,Avdon,RU
UGA,Bulgan,Bulgan,MN
UGB,Ugashik Bay,,US
UGC,Urgench Airport,Urganch,UZ
UGI,Uganik,,US
UGL,Union Glacier Blue-Ice Runway,,AQ
UGN,Memorial,Waukegan,US
UGO,Uige,Uige,AO
UGS,Ugashik,,US
UGT,Umnugobitour,Dalandzadgad,MN
UGU,Zugapa,Beoga,ID
UHE,Kunovice,Uherske Hradiste,CZ
UHS,Aleksandrovsk-Sakhalinskiy Airport,Aleksandrovsk-Sakhalinskiy,RU
UIB,El Carano Airport,Quibdo,CO
UIH,Phu Cat Airport,Qui Nhon,VN
UII,Utila,Corozal,HN
UIK,Ust-Ilimsk,Ust'-Ilimsk,RU
UIL,Quillayute State,Forks,US
UIN,Quincy Municipal Airport,Payson,US
UIO,Mariscal Sucre International Airport,Quito,EC
UIP,Pluguffan Airport,Pluguffan,FR
UIQ,Quine Hill,,VU
UIR,Quirindi,Quirindi,AU
UIT,Jaluit Island,Jabor,MH
UIZ,Berz-Macomb,Utica,US
UJE,Ujae Island,Ujae,MH
UJN,Uljin,Cheongsong gun,KR
UJU,Uiju Airfield,Uiju,KP
UKA,Ukunda Airport,Gazi,KE
UKB,Kobe Airport,Kobe,JP
UKE,Utkela Airport,Utkela,IN
UKG,Ust-Kuiga,Ust-Kuyga,RU
UKH,Mukhaizna,Hayma',OM
UKI,Ukiah,Ukiah,US
UKK,Ust-Kamenogorsk Airport,Belusovka,KZ
UKN,Waukon Municipal Airport,Waukon,US
UKR,Mukeiras,Mukayras,YE
UKS,Belbek,Inkerman,KX
UKT,Upper Bucks,Quakertown,US
UKU,Nuku,,PG
UKX,Ust-Kut Airport,Ust'-Kut,RU
UKY,Kyoto,Kyoto,JP
ULA,San Julian,San Julian,AR
ULB,Ulei,Lakatoro,VU
ULC,Los Cerrillos,Lo Prado,CL
ULD,Ulundi,Ulundi,ZA
ULE,Sule,Kokopo,PG
ULG,Ulgit,OElgiy,MN
ULH,Prince Abdul Majeed bin Abdulaziz Airport,Al 'Ula,SA
ULI,Ulithi,Fais,FM
ULK,Lensk Airport,Lensk,RU
ULL,Mull,Isle Of Mull,GB
ULM,New Ulm,New Ulm,US
ULN,Chinggis Khaan International Airport,,MN
ULO,Ulaangom,Ulaangom,MN
ULP,Quilpie,,AU
ULQ,Farfan,Tulua,CO
ULS,Mulatos,Necocli,CO
ULU,Gulu,Gulu,UG
ULV,Baratayevka,,RU
ULX,Ulusaba,Thulamahashi,ZA
ULY,Ulyanovsk Vostochny Airport,Isheyevka,RU
ULZ,Uliastai,Uliastay,MN
UMA,Punta De Maisi,Maisi,CU
UMB,North Shore,,US
UMC,Umba,,PG
UMD,Uummannaq,Uummannaq,GL
UME,Umea Airport,Umea,SE
UMI,Quincemil,Quince Mil,PE
UMM,Summit,Healy,US
UMR,Woomera,Roxby Downs,AU
UMS,Ust-Maya,Ust-Maya,RU
UMT,Umiat,,US
UMU,Ernesto Geisel,Umuarama,BR
UMY,Sumy,Sumy,UA
UMZ,Mena Intermountain Municipal Airport,Mena,US
UNA,Una,Una,BR
UNC,Unguia,Ungia,CO
UND,Kunduz,Kunduz,AF
UNE,Qachas Nek,Zastron,LS
UNG,Kiunga,Kiunga,PG
UNI,Union Island,,VC
UNK,Unalakleet Airport,,US
UNN,Ranong Airport,Ranong,TH
UNR,Underkhaan,Undurkhaan,MN
UNS,Umnak,Unalaska,US
UNT,Baltasound,,GB
UNU,Dodge County,Juneau,US
UOA,Mururoa Airstrip,,PF
UOL,Buol,Kali,ID
UON,Muong Sai,Muang Xay,LA
UOS,Franklin County,Sewanee,US
UOX,University-Oxford,University,US
UPA,Punta Alegre,Chambas,CU
UPB,Playa Baracoa,Bauta,CU
UPG,Sultan Hasanuddin International Airport,Makassar,ID
UPL,Upala,Bijagua,CR
UPN,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,MX
UPP,Upolu Point,Hawi,US
UPR,Upiara,,PG
UPV,Upavon,Rushall,GB
UQE,Queen,,US
URA,Uralsk Airport,Oral,KZ
URB,Ernesto Pochler,Castilho,BR
URC,Urumqi Diwopu International Airport,,CN
URD,Burg Feuerstein,Ebermannstadt,DE
URE,Kuressaare Airport,Kuressaare,EE
URG,Ruben Berta Airport,Uruguaiana,BR
URI,Uribe,Mesetas,CO
URJ,Uraj Airport,Uray,RU
URM,Uriman,,VE
URN,Urgoon,Urgun,AF
URO,Boos,Boos,FR
URR,Urrao,Urrao,CO
URS,Kursk Vostochny Airport,Kursk,RU
URT,Surat Thani Airport,Phunphin,TH
URU,Uroubi,Popondetta,PG
URY,Gurayat Airport,Al Qurayyat,SA
URZ,Uruzgan,Uruzgan,AF
USA,Concord-Padgett Regional Airport,Harrisburg,US
USC,Union County Airport,Union,US
USH,Malvinas Argentinas International Airport,Ushuaia,AR
USI,Mabaruma,Mabaruma,GY
USJ,Usharal,Sarkand,KZ
USK,Usinsk Airport,Usinsk,RU
USL,Useless Loop,Carnarvon,AU
USM,Koh Samui Airport,Ko Samui,TH
USN,Ulsan Airport,Ulsan,KR
USO,Usino,,PG
USQ,Usak,Usak,TR
USR,Ust-Nera Airport,Ust-Nera,RU
USS,Sancti Spiritus,Sancti Spiritus,CU
UST,St. Augustine Airport,Villano Beach,US
USU,Busuanga Airport,,PH
UTA,Mutare,Mutare,ZW
UTB,Muttaburra,,AU
UTC,Soesterberg,De Bilt,NL
UTD,Nutwood Downs,,AU
UTG,Quthing,Quthing,LS
UTH,Udon Thani International Airport,Udon Thani,TH
UTI,Utti,Kouvola,FI
UTK,Utirik Island,Utrik,MH
UTL,Torremolinos,Torremolinos,ES
UTM,Tunica Municipalcipal Airport,Tunica,US
UTN,Upington Airport,Upington,ZA
UTO,Indian Mountain AFS,,US
UTP,Utapao Airport,Ban Chang,TH
UTR,Uttaradit,Uttaradit,TH
UTS,Ust-Tsilma,Ust-Tsilma,RU
UTT,Umtata Airport,Mthatha,ZA
UTU,Ustupo,El Porvenir,PA
UTW,Queenstown,Queenstown,ZA
UUA,Bugulma Airport,Bugul'ma,RU
UUD,Ulan-Ude Airport,Zarechnyy,RU
UUK,Kuparuk,,US
UUN,Baruun-Urt,Baruun-Urt,MN
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,RU
UUU,Manumu,,PG
UVA,Garner Field,Uvalde,US
UVE,Ouvea Airport,Fayaoue,NC
UVF,Hewanorra Airport,Vieux Fort,LC
UVI,União da Vitória Airport,Porto Uniao,BR
UVL,Kharga,Al Kharijah,EG
UVO,Uvol,,PG
UWA,Ware,Ware,US
UYL,Nyala,Nyala,SD
UYN,Yulin Yuyang Airport,Yulin,CN
UYU,Uyuni,Uyuni,BO
UZC,Uzice-Ponikve,Bajina Basta,RS
UZH,Unayzah,Unaizah,SA
UZM,Hope Bay,,CA
UZR,Urzhar Airport,Urzhar,KZ
UZU,Curuzu Cuatia,Curuzu Cuatia,AR
VAA,Vaasa Airport,Ristinummi,FI
VAB,Yavarate,Mitu,CO
VAC,Varrelbusch,Garrel,DE
VAD,Moody AFB,,US
VAF,Chabeuil,Malissard,FR
VAG,Major-Brigadeiro Trompowsky Airport,Varginha,BR
VAH,Vallegrande,Vallegrande,BO
VAI,Vanimo Airport,Vanimo,PG
VAK,Chevak Airport,,US
VAL,Valenca,Valenca,BR
VAM,Villa International Airport Maamigili,Mahibadhoo,MV
VAN,Van Ferit Melen Airport,Van,TR
VAO,Suavanao Airstrip,,SB
VAP,Valparaiso,Valparaiso,CL
VAQ,Vanavara Airport,Vanavara,RU
VAR,Varna Airport,Aksakovo,BG
VAS,Sivas Airport,Sivas,TR
VAT,Vatomandry,Andovoranto,MG
VAU,Vatukoula,,FJ
VAV,Lupepau'u Airport,Neiafu,TO
VAW,Vardoe Airport,Vuorea,NO
VBA,Ann,Minbu,MM
VBC,Mandalay Chanmyathazi Airport,Mandalay,MM
VBG,Vandenberg AFB,Lompoc,US
VBM,Blue Mountain,,US
VBP,Bokpyin Airport,Tha Sae,MM
VBS,Montichiari Airport,Vighizzolo,IT
VBV,Vanuabalavu,Alo,FJ
VBY,Visby Airport,Visby,SE
VCA,Can Tho Airport,Can Tho,VN
VCB,View Cove,,US
VCC,New Vacaria Airport,Vacaria,BR
VCD,Victoria River Downs,Katherine,AU
VCE,Venice Marco Polo Airport,Tessera,IT
VCF,Valcheta Airport,Valcheta,AR
VCH,Vichadero,Isidoro Noblia,UY
VCL,Chu Lai International Airport,Nui Thanh,VN
VCP,Viracopos Airport,Indaiatuba,BR
VCR,Carora,Carora,VE
VCS,Con Dao,Vinh Binh,VN
VCT,County-Foster,Victoria,US
VCV,Southern California Logistics,Victorville,US
VDA,Ovda Airport,Eilat,IL
VDB,Valdres Lufthavn Leirin,Fagernes,NO
VDC,Vitoria Da Conquista Airport,Vitoria da Conquista,BR
VDE,Hierro Airport,Valverde,ES
VDH,Dong Hoi Airport,Kwang Binh,VN
VDI,Vidalia Municipal Airport,Vidalia,US
VDM,Gobernador Edgardo Castello Airport,Viedma,AR
VDO,Van Don,Cam Pha Mines,VN
VDP,Valle De Pascua,Valle de La Pascua,VE
VDR,Villa Dolores,Villa Dolores,AR
VDS,Vadso Airport,Vadso,NO
VDU,Tom O'Connor Oilfield,Refugio,US
VDY,Jindal,Sandur,IN
VDZ,Valdez Municipal Airport,Valdez,US
VEE,Venetie,Eielson Air Force Base,US
VEG,Maikwak,Mahdia,GY
VEL,Vernal Regional Airport,Naples,US
VEO,Severo-Yeniseyskiy Airport,,RU
VER,Veracruz International Airport,Hacienda Sotavento,MX
VEV,Barakoma,Buala,SB
VEX,Tioga Municipal Airport,Mansfield,US
VEY,Vestmannaeyjar,Vestmannaeyjar,IS
VFA,Victoria Falls Airport,Victoria Falls,ZW
VGA,Vijayawada Airport,Gannavaram,IN
VGD,Vologda Airport,Vologda,RU
VGG,Vangrieng,Tolga,LA
VGO,Vigo Airport,Redondela,ES
VGS,General Villegas,General Villegas,AR
VGT,North Air Terminal,Paradise,US
VGZ,Villagarzon,Villagarzon,CO
VHC,Saurimo,Saurimo,AO
VHM,Vilhelmina Airport,Vilhelmina,SE
VHN,Culberson County,Van Horn,US
VHV,Verhnevilyuisk,Verkhnevilyuysk,RU
VHY,Charmeil,Creuzier-le-Vieux,FR
VHZ,Vahitahi,,PF
VIA,Vienna,Videira,BR
VIB,Villa Constitucion,Ciudad Constitucion,MX
VIC,Trissino,,IT
VIE,Vienna International Airport,Fischamend Dorf,AT
VIF,Vieste,Vieste,IT
VIG,El Vigia,El Vigia,VE
VIH,Rolla National,Belle,US
VII,Vinh Airport,Hung Nguyen,VN
VIJ,Virgin Gorda Airport,Tortola,VG
VIK,Airstrip,,US
VIL,Dakhla Airport,Dakhla,MA
VIN,Havryshivka Vinnytsia International Airport,Vinnytsya,UA
VIQ,Viqueque,Viqueque,TL
VIR,Virginia,Durban,ZA
VIS,Visalia,Goshen,US
VIT,Vitoria Airport,Salvatierra,ES
VIU,Viru Harbour Airstrip,Gizo,SB
VIV,Vivigani,,PG
VIX,Eurico de Aguiar Salles Airport,Vila Velha,BR
VIY,Villa Coublay,Velizy-Villacoublay,FR
VJB,Xai Xai,Xai-Xai,MZ
VJI,Virginia Highlands,Abingdon,US
VJQ,Gurue,Mutuali,MZ
VKG,Rach Gia Airport,Rach Gia,VN
VKO,Vnukovo Airport,Vnukovo,RU
VKS,Vicksburg,Vicksburg,US
VKT,Vorkuta Airport,Vorkuta,RU
VKV,Vaskovo Airport,Arkhangelsk,RU
VKW,West Kavik,,US
VLA,Vandalia,Vandalia,US
VLC,Valencia Airport,,ES
VLD,Valdosta Regional Airport,Valdosta,US
VLE,J t Robidoux,Grand Canyon Village,US
VLG,Villa Gesell,Mar del Plata,AR
VLI,Bauerfield Airport,,VU
VLK,Volgodonsk,Tsimlyansk,RU
VLL,Valladolid Airport,Villanubla,ES
VLM,Villamontes,Villamontes,BO
VLN,Arturo Michelena International Airport,Los Guayos,VE
VLO,Stolport,Vallejo,US
VLP,Vila Rica,Conceicao do Araguaia,BR
VLR,Vallenar,Vallenar,CL
VLS,Valesdir,Port-Vila,VU
VLU,Velikiye Luki,Velikiye Luki,RU
VLV,Carvajal,Valera,VE
VLY,Anglesey Airport,Valley,GB
VME,Villa Mercedes,Villa Mercedes,AR
VMI,INC,Porto Murtinho,PY
VMU,Baimuru,,PG
VNA,Saravane,Salavan,LA
VNC,Venice Municipalcipal,South Venice,US
VND,Vangaindrano,Vangaindrano,MG
VNE,Meucon,Vannes,FR
VNG,Viengxay,Vangviang,LA
VNO,Vilnius International Airport,Naujamiestis,LT
VNR,Vanrook,,AU
VNS,Lal Bahadur Shastri International Airport,Baragaon,IN
VNT,Ventspils International Airport,,LV
VNX,Vilanculos Airport,Maxixe,MZ
VNY,Van Nuys Airport,Northridge,US
VOD,Vodochody,,CZ
VOG,Volgograd International Airport,Gumrak,RU
VOH,Vohemar,Sambava,MG
VOI,Voinjama,Voinjama,LR
VOK,Volk Field,New Lisbon,US
VOL,Nea Anchialos,Nea Ionia,GR
VOT,Votuporanga,Votuporanga,BR
VOZ,Voronezh Airport,Podgornoye,RU
VPE,Ondjiva,Ondjiva,AO
VPG,Vipingo,Takaungu,KE
VPN,Vopnafjordur,Egilsstadir,IS
VPS,Destin Fort Walton Beach Airport,Eglin Village,US
VPY,Chimoio Airport,Chimoio,MZ
VPZ,Porter County,Valparaiso,US
VQQ,Cecil Field,Jacksonville,US
VQS,Antonio Rivera Rodriguez Airport,Esperanza,PR
VRA,Juan Gualberto Gomez Airport,Matanzas,CU
VRB,Vero Beach Municipal Airport,Vero Beach,US
VRC,Virac Airport,Calatagan,PH
VRE,Vredendal,Vredendal,ZA
VRI,Varandey,Parma,RU
VRK,Varkaus,Varkaus,FI
VRL,Vila Real Airport,Vila Real,PT
VRN,Verona Villafranca Airport,Dossobuono,IT
VRO,Kawama,Varadero,CU
VRS,Versailles,Versailles,US
VRU,Vryburg,Vryburg,ZA
VRY,Stolport (Not operational),Sorland,NO
VRZ,Lavras Airport,Lavras,BR
VSA,Carlos Rovirosa Perez International Airport,El Bajio,MX
VSE,Viseu Airport,Viseu,PT
VSF,State,Springfield,US
VSG,Lugansk,Luhansk,UA
VSK,Vista Field,Kennewick,US
VSO,Phuoclong,Thi Tran Phuoc Long,VN
VST,Vasteras/Hasslo Airport,Vasteras,SE
VSV,Shravasti Airport,Shravasti,IN
VTA,Victoria,Las Vegas,HN
VTB,Vitebsk,Vitebsk,BY
VTE,Wattay International Airport,Si Chiang Mai,LA
VTF,Vatulele,Nadi,FJ
VTG,Vung Tau,Vung Tau,VN
VTL,Vittel,Vittel,FR
VTM,Nevatim AFB,Dimona,IL
VTN,Miller Field,Valentine,US
VTU,Las Tunas,Las Tunas,CU
VTZ,Vishakhapatnam Airport,Gajuwaka,IN
VUP,Valledupar Airport,Valledupar,CO
VUS,Velikij Ustyug Airport,Velikiy Ustyug,RU
VUU,Mvuu Camp,Blantyre,MW
VVB,Mahanoro,Mahanoro,MG
VVC,La Vanguardia Airport,Villavicencio,CO
VVI,Viru Viru International Airport,La Belgica,BO
VVK,Vastervik,Vaestervik,SE
VVN,Malvinas,Pangoa,PE
VVO,Vladivostok International Airport,Artem,RU
VVZ,Illizi Airport,Illizi,DZ
VXC,Lichinga Airport,Lichinga,MZ
VXE,Cesaria Evora International Airport,Mindelo,CV
VXO,Vaxjo Airport,Vaexjoe,SE
VYD,Vryheid,Vryheid,ZA
VYI,Vilyuisk,Vilyuysk,RU
VYS,Illinois Valley Regnl,Peru,US
WAA,Wales Airport,,US
WAB,Wabag,,PG
WAC,Waca,Areka,ET
WAD,Andriamena,,MG
WAE,Wadi Ad Dawasir Airport,As Sulayyil,SA
WAF,Wana,Wana,PK
WAG,Wanganui Airport,Wanganui,NZ
WAH,Wahpeton,Wahpeton,US
WAI,Antsohihy,,MG
WAJ,Wawoi Falls,,PG
WAK,Ankazoabo,Ankazoabo,MG
WAL,Wallops Flight Center,Chincoteague,US
WAM,Ambatondrazaka,Ambatondrazaka,MG
WAN,Waverney,,AU
WAO,Wabo,Ihu,PG
WAP,Alto Palena,Palena,CL
WAQ,Antsalova,,MG
WAR,Waris,Banda,ID
WAT,Waterford,Waterford,IE
WAU,Wauchope,Port Macquarie,AU
WAV,Kalkgurung,,AU
WAW,Frederic Chopin Airport,Wlochy,PL
WAX,Zuwarah,Zuwarah,LY
WAY,Greene County,Waynesboro,US
WAZ,Warwick,Warwick,AU
WBA,Wahai,Wahai,ID
WBB,Stebbins Airport,,US
WBC,Wapolu,,PG
WBD,Befandriana,,MG
WBE,Bealanana,Bealanana,MG
WBG,Schleswig-jagel,Jagel,DE
WBI,Broker Inn,,US
WBK,Community,West Branch,US
WBM,Wapenamanda Airport,,PG
WBN,Cummings Park,Woburn,US
WBO,Beroroha,,MG
WBQ,Beaver,Fairbanks,US
WBR,Big Rapids,Big Rapids,US
WBU,Boulder Municipal,,US
WBW,Wilkes-Barre/Wyoming Valley,Wilkes-Barre,US
WCA,Gamboa,Castro,CL
WCD,Carosue Dam Airport,Stoneville,AU
WCH,Chaiten,Chaiten,CL
WCR,Chandalar,Ester,US
WDA,Wadi Ain,Al Hajab,YE
WDB,Deep Bay,,US
WDG,Enid Woodring Mun.,Enid,US
WDH,Hosea Kutako International Airport,,
WDI,Wondai,Wondai,AU
WDN,Waldron Island,,US
WDR,Winder,Winder,US
WDS,Shiyan Wudangshan Airport,Luancheng,CN
WDY,Kodiak Fss,Kodiak,US
WEA,Parker County,Weatherford,US
WED,Wedau,,PG
WEF,Weifang Airport,Weifang,CN
WEH,Weihai International Airport,Dashuipo,CN
WEI,Weipa Airport,Weipa,AU
WEL,Welkom,Welkom,ZA
WEP,Weam,Kwikila,PG
WES,Weasua Airport,Bopolu,LR
WET,Wagethe,Bomomani,ID
WEW,Wee Waa,Narrabri,AU
WFB,Waterfront SPB,,US
WFD,Woodford,Adlington,GB
WFI,Fianarantsoa,Fianarantsoa,MG
WFK,Frenchville,Madawaska,US
WGA,Wagga Wagga Airport,Forest Hill,AU
WGB,Bahawalnagar,Bahawalnagar,PK
WGC,Warangal,Warangal,IN
WGE,Walgett,Lightning Ridge,AU
WGN,Waitangi,Dargaville,NZ
WGO,Winchester Regional,Winchester,US
WGP,Waingapu Airport,Mangga Dua,ID
WGT,Wangaratta,Wangaratta,AU
WGU,Wagau,,PG
WGY,Wagny,Acurenam,GA
WHA,Wuhu Xuanzhou Airport,Xinfeng,CN
WHB,Eliwana Airport,Eliwana,AU
WHD,SPB,,US
WHF,Wadi Halfa,Abu Sunbul,SD
WHH,Hiltons Har H,,US
WHK,Whakatane Airport,Whakatane,NZ
WHL,Welshpool,Morwell,AU
WHO,Franz Josef,Hokitika,NZ
WHP,Whiteman,Los Angeles,US
WHS,Whalsay,Shetland,GB
WHT,Wharton,Wharton,US
WHU,Wuhu,Jinghu,CN
WIB,Wilbarger County,Pekanbaru,US
WIC,Wick Airport,Wick,GB
WIE,Air Base,Wiesbaden,DE
WIK,Surfdale,Pakuranga,NZ
WIL,Wilson Airport,Nairobi,KE
WIN,Winton Airport,Hughenden,AU
WIO,Wilcannia,Broken Hill,AU
WIR,Wairoa,Wairoa,NZ
WIT,Wittenoom,,AU
WIU,Witu,Kimbe,PG
WJA,Woja,Airuk,MH
WJF,William J Fox,Lancaster,US
WJR,Wajir Airport,Wajir,KE
WJU,Wonju Airport,Wonju,KR
WKA,Wanaka,Wanaka,NZ
WKB,Warracknabeal,Horsham,AU
WKF,Waterkloof AFB,Colesberg,ZA
WKI,Hwange,Hwange,ZW
WKJ,Hokkaido Airport,Makubetsu,JP
WKK,Aleknagik,,US
WKL,Waikoloa Airport,Kalaoa,US
WKN,Wakunai,Arawa,PG
WKR,Walker's Cay,High Rock,BS
WLA,Wallal,,AU
WLB,Labouchere Bay,,US
WLC,Walcha,Enmore,AU
WLD,Arkansas City,Winfield,US
WLE,Miles Airport,Westcourt,AU
WLG,Wellington International Airport,Wellington,NZ
WLH,Walaha,Saratamata,VU
WLK,Selawik Airport,,US
WLL,Wollogorang,Mount Isa,AU
WLM,Waltham,Waltham,US
WLN,Little Naukati,,US
WLO,Waterloo,,AU
WLP,West Angelas Airport,Tom Price,AU
WLR,Loring,,US
WLS,Wallis Island Airport,Mata-Utu,WF
WLW,Glenn County,Rancho Tehama Reserve,US
WMA,Mandritsara,Antsirabe Afovoany,MG
WMB,Warrnambool,Warrnambool,AU
WMC,Winnemucca,Winnemucca,US
WMD,Mandabe,Beroroha,MG
WME,Mount Keith,,AU
WMH,Mountain Home,Mountain Home,US
WMI,Warsaw-Modlin Airport,Zakroczym,PL
WMK,SPB,,US
WML,Malaimbandy,,MG
WMN,Maroantsetra,Maroantsetra,MG
WMO,White Mountain Airport,Nome,US
WMP,Mampikony,Tsaratanana,MG
WMR,Mananara,Mananara,MG
WMT,Zunyi Maotai Airport,Daba,CN
WMV,Madirovalo,Ambato Boeny,MG
WMX,Wamena Airport,Wurigelebur,ID
WNA,Napakiak Sea Plane Base,,US
WNC,Naukati Bay SPB,,US
WND,Windarra,,AU
WNE,Wora Na Ye,Omboue,GA
WNH,Wenshan Puzhehei Airport,Wenshan City,CN
WNI,Matahora Airport,Katabu,ID
WNN,Wunnummin Lake Airport,,CA
WNP,Naga Airport,San Agustin,PH
WNR,Windorah,,AU
WNS,Nawabshah,Nawabshah,PK
WNU,Wanuma,Madang,PG
WNZ,Wenzhou Longwan International Airport,Qidu,CN
WOA,Wonenara,,PG
WOD,Wood River,Wood River,US
WOE,Woensdrecht,Woensdrecht,NL
WOG,Woodgreen Airport,,AU
WOK,Wonken,Santa Elena de Uairen,VE
WOL,Wollongong,Albion Park Rail,AU
WON,Wondoola,,AU
WOO,Woodchopper,,US
WOR,Moramba,,MG
WOS,Wonsan,,KP
WOT,Wonan,Ma-kung,TW
WOW,Willow,Willow,US
WPA,Puerto Aisen,Puerto Aisen,CL
WPB,Port Berge,Antsohihy,MG
WPC,Pincher Creek,,CA
WPK,Wrotham Park,Mareeba,AU
WPL,Powell Lake,,CA
WPM,Wipim,,PG
WPO,North Fork Valley,Paonia,US
WPR,Porvenir,Punta Arenas,CL
WPU,Puerto Williams,Ushuaia,CL
WRA,Warder,Dhuusamarreeb,ET
WRB,Robins AFB,Centerville,US
WRE,Whangarei Airport,Whangarei,NZ
WRG,Wrangell Airport,,US
WRH,Wrench Creek,,US
WRI,Mc Guire AFB,Groveville,US
WRL,Worland Municipalcipal,Worland,US
WRN,Windarling Airport,Merredin,AU
WRO,Wroclaw Airport,Smolec,PL
WRT,Warton Aerodrome,Warton,GB
WRW,Warrawagine,Port Hedland,AU
WRY,Westray Airport,Kirkwall,GB
WRZ,Wirawila,Tangalla,LK
WSA,Wasua,Daru,PG
WSB,SPB,Virginia City,US
WSD,Condron AAF,White Sands,US
WSF,Sarichef,Akutan,US
WSG,County,Washington,US
WSH,Brookhaven,Mastic Beach,US
WSJ,San Juan SPB,Kodiak Station,US
WSK,Chongqing Wushan Airport,Quchi,CN
WSM,Wiseman,Nuiqsut,US
WSN,South Naknek,Dillingham,US
WSO,Washabo,Skeldon,SR
WSP,Waspam,Waspam,NI
WSR,Wasior,Wasior,ID
WST,Westerly State,Westerly,US
WSU,Wasu,Lae,PG
WSX,Westsound,Friday Harbor,US
WSY,Whitsunday Airstrip,Proserpine,AU
WSZ,Westport Airport,Westport,NZ
WTA,Tambohorano,Maintirano,MG
WTB,Toowoomba Wellcamp Airport,Westbrook,AU
WTC,World Trade Center,,US
WTD,West End,West End,BS
WTE,Wotje Island,Wotje,MH
WTK,Noatak,Kotzebue,US
WTL,Tuntutuliak,,US
WTN,Waddington RAF Station,Waddington,GB
WTO,Wotho Island,Wotho,MH
WTP,Woitape,Kokoda,PG
WTR,White River,Whiteriver,US
WTS,Tsiroanomandidy,Tsiroanomandidy,MG
WTT,Wantoat,Kainantu,PG
WTZ,Whitianga,Whitianga,NZ
WUA,Wuhai Airport,Wuhai,CN
WUD,Wudinna,Caralue,AU
WUG,Wau,,PG
WUH,Wuhan Tianhe International Airport,,CN
WUI,Murrin Murrin Airport,Kalgoorlie,AU
WUM,Wasum,Kandrian,PG
WUN,Wiluna,,AU
WUS,Wuyishan Airport,Xingtian,CN
WUT,Xinzhou Wutaishan Airport,Jinchang,CN
